"building_culture_variants_name_att_abandoned_0att_cult_barbarian"	"Зруйнована будівля"	"True"
"building_culture_variants_name_att_abandoned_0att_cult_eastern"	"Зруйнована будівля"	"True"
"building_culture_variants_name_att_abandoned_0att_cult_nomadic"	"Зруйнована будівля"	"True"
"building_culture_variants_name_att_abandoned_0att_cult_romanatt_sub_cult_roman_east"	"Зруйнована будівля"	"True"
"building_culture_variants_name_att_abandoned_0att_cult_romanatt_sub_cult_roman_west"	"Зруйнована будівля"	"True"
"building_culture_variants_name_att_bld_all_agriculture_generic_1att_cult_eastern"	"Поля"	"True"
"building_culture_variants_name_att_bld_all_agriculture_generic_1att_cult_romanatt_sub_cult_roman_east"	"Поля"	"True"
"building_culture_variants_name_att_bld_all_agriculture_generic_1att_cult_romanatt_sub_cult_roman_west"	"Поля"	"True"
"building_culture_variants_name_att_bld_all_agriculture_grain_2att_cult_eastern"	"Пшеничні поля"	"True"
"building_culture_variants_name_att_bld_all_agriculture_grain_2att_cult_romanatt_sub_cult_roman_east"	"Пшеничні поля"	"True"
"building_culture_variants_name_att_bld_all_agriculture_grain_2att_cult_romanatt_sub_cult_roman_west"	"Пшеничні поля"	"True"
"building_culture_variants_name_att_bld_all_agriculture_grain_3att_cult_eastern"	"Пшенична ферма"	"True"
"building_culture_variants_name_att_bld_all_agriculture_grain_3att_cult_romanatt_sub_cult_roman_east"	"Пшенична ферма"	"True"
"building_culture_variants_name_att_bld_all_agriculture_grain_3att_cult_romanatt_sub_cult_roman_west"	"Пшенична ферма"	"True"
"building_culture_variants_name_att_bld_all_agriculture_grain_4att_cult_eastern"	"Мукомольні"	"True"
"building_culture_variants_name_att_bld_all_agriculture_grain_4att_cult_romanatt_sub_cult_roman_east"	"Пшеничні млини"	"True"
"building_culture_variants_name_att_bld_all_agriculture_grain_4att_cult_romanatt_sub_cult_roman_west"	"Пшеничні млини"	"True"
"building_culture_variants_name_att_bld_all_city_major_ruins"	"Зруйноване місто"	"True"
"building_culture_variants_name_att_bld_all_city_minor_ruins"	"Зруйноване село"	"True"
"building_culture_variants_name_att_bld_all_industry_major_generic_1att_cult_eastern"	"Майстерні"	"True"
"building_culture_variants_name_att_bld_all_industry_major_generic_1att_cult_romanatt_sub_cult_roman_east"	"Майстерні"	"True"
"building_culture_variants_name_att_bld_all_industry_major_generic_1att_cult_romanatt_sub_cult_roman_west"	"Майстерні"	"True"
"building_culture_variants_name_att_bld_all_industry_major_mosaic_2att_cult_eastern"	"Плиточник"	"True"
"building_culture_variants_name_att_bld_all_industry_major_mosaic_3att_cult_eastern"	"Різник мозаїки"	"True"
"building_culture_variants_name_att_bld_all_industry_major_mosaic_4att_cult_eastern"	"Майстерня мозаїки"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pewter_2att_cult_romanatt_sub_cult_roman_east"	"Майстерня ливарника"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pewter_2att_cult_romanatt_sub_cult_roman_west"	"Майстерня ливарника"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pewter_3att_cult_romanatt_sub_cult_roman_east"	"Олов'яні ремісники"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pewter_3att_cult_romanatt_sub_cult_roman_west"	"Олов'яні ремісники"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pewter_4att_cult_romanatt_sub_cult_roman_east"	"Олов'яна мануфактура"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pewter_4att_cult_romanatt_sub_cult_roman_west"	"Олов'яна мануфактура"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pottery_2att_cult_eastern"	"Сушарка цегли"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pottery_2att_cult_romanatt_sub_cult_roman_east"	"Сушарка цегли"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pottery_2att_cult_romanatt_sub_cult_roman_west"	"Сушарка цегли"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pottery_3att_cult_eastern"	"Майстерня саманника"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pottery_3att_cult_romanatt_sub_cult_roman_east"	"Майстерня саманника"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pottery_3att_cult_romanatt_sub_cult_roman_west"	"Майстерня саманника"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pottery_4att_cult_eastern"	"Саманні печі"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pottery_4att_cult_romanatt_sub_cult_roman_east"	"Саманні печі"	"True"
"building_culture_variants_name_att_bld_all_industry_major_pottery_4att_cult_romanatt_sub_cult_roman_west"	"Саманні печі"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_generic_1att_cult_eastern"	"Місцева промисловість"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_generic_1att_cult_romanatt_sub_cult_roman_east"	"Місцева промисловість"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_generic_1att_cult_romanatt_sub_cult_roman_west"	"Місцева промисловість"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_quarry_2att_cult_eastern"	"Кар'єр"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_quarry_2att_cult_romanatt_sub_cult_roman_east"	"Кар'єр"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_quarry_2att_cult_romanatt_sub_cult_roman_west"	"Кар'єр"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_quarry_3att_cult_eastern"	"Каменеріз"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_quarry_3att_cult_romanatt_sub_cult_roman_east"	"Каменеріз"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_quarry_3att_cult_romanatt_sub_cult_roman_west"	"Каменеріз"	"True"
"building_culture_variants_name_att_bld_all_industry_minor_quarry_4att_cult_eastern"	"Майстерня будівельника"	"True"
