"unit_abilities_tooltip_text_a_mp_test_1"	"Піхотний клин||Прориває ворожий стрій. Загін рухається в клиноподібний стійці для атаки."	"True"
"unit_abilities_tooltip_text_a_mp_test_10"	"Загородження||Загін збільшує швидкість стрільби, сповільнюючи певні типи загонів."	"True"
"unit_abilities_tooltip_text_a_mp_test_11"	"Арена - Бойовий клич||Загін використовує бойовий крик, що викликає адреналін. Це надає моральний бонус союзним загонам в зоні дії."	"True"
"unit_abilities_tooltip_text_a_mp_test_12"	"Арена - Тримати стрій||Закликає чоловіків загону залишатися в строю. Усі союзні загони в ближньому бою в зоні дії отримують посилення захисту в ближньому бою."	"True"
"unit_abilities_tooltip_text_a_mp_test_13"	"Арена - Нічого втрачати||Здатність для погано екіпірованих загонів у розпачі. Бійці кидаються в бій, як берсерки, завдають багато шкоди і протягом деякого періоду часу не звертають уваги на рани, завдані їм."	"True"
"unit_abilities_tooltip_text_a_mp_test_14"	"Арена - Готовність||Загін застосовує стійку, яка скасовує будь-який бонус натиску та відбиває початкову атаку."	"True"
"unit_abilities_tooltip_text_a_mp_test_15"	"Оточення та знищення||Кругова стійка, яка дозволяє ворогам входити, але не виходити. Усі вороги всередині формації піддаються руйнівній шкоді."	"True"
"unit_abilities_tooltip_text_a_mp_test_16"	"Арена - Спішитись||Змушує кавалерійський загін злізти з коней, перетворюючись на піхотний загін ближнього бою. Це незворотна дія, оскільки коні миттєво втечуть після цєї дії."	"True"
"unit_abilities_tooltip_text_a_mp_test_17"	"Арена - Підняти щити||Загін піднімає вверх щити, збільшуючи ймовірність відбиття стрілкових атак."	"True"
"unit_abilities_tooltip_text_a_mp_test_1_test"	"Арена - Швидкий марш||"	"True"
"unit_abilities_tooltip_text_a_mp_test_2"	"Дух вовка||Ворог відчуває наш дикий дух ще до того, як завдано першого удару. Стає доступним для всіх слов’янських загонів після того, як збудовано чудо «Храм полум’яних вовків». Спричиняє -20 морального штрафу для всіх ворожих загонів."	"True"
"unit_abilities_tooltip_text_a_mp_test_2_test"	"Арена - infantry_charge_1"	"True"
"unit_abilities_tooltip_text_a_mp_test_3"	"Останній рубіж||Люди, народжені в кузні, витриваліші та рішучіші. Доступно для всіх слов'янських загонів у провінції, де є релігійна споруда, присвячена Перуну. Підрозділи залишаються нерухомими на 2 хвилини, їхній бойовий дух стає непорушним, їхня втома скасовується, а також надаються бонуси до атаки ближнього бою та захисту."	"True"
"unit_abilities_tooltip_text_a_mp_test_3_test"	"Арена - heavy_infantry_charge_1"	"True"
"unit_abilities_tooltip_text_a_mp_test_4"	"Слов'янський гнів||З заліза Сварог кував зброю, щоб ворогів наших розгромити. Стає доступним для всіх слов’янських загонів після того, як збудовано Вогняне Святилище Сварога. Дає бонуси до атаки та захисту ближнього бою."	"True"
"unit_abilities_tooltip_text_a_mp_test_4_test"	"Арена - cavalry_charge_1"	"True"
"unit_abilities_tooltip_text_a_mp_test_5"	"Невидимі мисливці||Як вовк, ми вистежуємо наших ворогів перед смертельним ударом. Збільшує дальність дії слов'янських стрілкових загонів на короткий проміжок часу."	"True"
"unit_abilities_tooltip_text_a_mp_test_5_test"	"Арена - Жага крові||Швидкість атаки збільшується на встановлений період часу."	"True"
"unit_abilities_tooltip_text_a_mp_test_6"	"Арена - Мітке око||Загін покращує точність, стріляючи нищівним залпом."	"True"
"unit_abilities_tooltip_text_a_mp_test_7"	"Арена - Конветерані||Застосовує моральний бонус в межах зони дії до будь-якого загону, який має менше досвіду, ніж загін, що застосовує бонус."	"True"
"unit_abilities_tooltip_text_a_mp_test_8"	"Арена - Аквіла||Застосовує моральний бонус в межах зони дії. Однак, якщо зіган переміщується або гине, то будь-які загони в межах зони дії отримують велику моральну шкоду."	"True"
"unit_abilities_tooltip_text_a_mp_test_9"	"Арена - Напруга||Тітиви натягуються так туго, що дальність пострілу і шкода від нього підвищуються, проте сама зброя теж зазнає N шкоди. Надмірне використання може призвести до руйнування зброї."	"True"
"unit_abilities_tooltip_text_att_gen_brace_01"	"Готовність I||Застосуйте на дружній загін, щоб на короткий час підвищити їх стійкість до натиску."	"True"
"unit_abilities_tooltip_text_att_gen_brace_02"	"Готовність II||Застосуйте на дружній загін, щоб на короткий час підвищити їх стійкість до натиску."	"True"
"unit_abilities_tooltip_text_att_gen_brace_03"	"Готовність III||Застосуйте на дружній загін, щоб на короткий час підвищити їх стійкість до натиску."	"True"
"unit_abilities_tooltip_text_att_gen_brace_04"	"Готовність IV||Застосуйте на дружній загін, щоб на короткий час підвищити їх стійкість до натиску."	"True"
"unit_abilities_tooltip_text_att_gen_brace_05"	"Готовність V||Застосуйте на дружній загін, щоб на короткий час підвищити їх стійкість до натиску."	"True"
