"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_transfer_units"	"ПКМ — передати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_non_player_major_settlement_port_unoccupied_self"	"Портове поселення"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_non_player_minor_settlement_port_unoccupied_self"	"Портове поселення"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_sea_region"	"Поповнення та набір:"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_player_army_cannot_embed_agent_accompanied"	"Цю армію супроводжує інший агент. \n\nКожне військо може супроводжувати лише один агент."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_player_navy_self"	"Ваш флот \n\n Може брати участь у морських битвах, супроводжувати транспортні судна, влаштовувати блокади і захоплювати прибережні поселення противника."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_player_army_self"	"[[rgba:255:255:0:255]]Ваша армія та її полководець %S[[/rgba:255:255:0:255]]||Можуть захоплювати і захищати поселення, а також боротися з іншими військами."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_hostile_sea_region"	"Поповнення та набір:"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_left_clk_inspect_must_break_siege"	"ЛКМ — вибрати. \nСпершу прорвіть облогу."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_no_replenishment"	"[[col:red]]Флоти неможливо поповнювати в чужих чи ворожих водах![[/col]]"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_warning_no_access"	"[[col:yellow]]Порушення кордонів може мати дипломатичні наслідки![[/col]]"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_non_player_sea_trade_route_self"	"Морський торговельний шлях"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_attack_settlement_siege_left_clk_select"	"ПКМ — атакувати \nЛКМ — вибрати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_warning_settlement_under_blockade"	"[[col:yellow]]Це поселення в блокаді.[[/col]]"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_player_trade_route_self"	"Ваш торговельний шлях"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_garrison_port"	"ПКМ — розмістити в гарнізоні"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_left_clk_select_must_break_siege"	"ЛКМ — вибрати.\nСпершу прорвіть облогу."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_hostile_sea_region_self"	"Немає (ворожий морський регіон)"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_act_against_character_left_clk_select"	"ПКМ — діяти\nЛКМ — вибрати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_disembark_at_coast"	"ПКМ — висадитися у найближчому місці, що підходить для висадки."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_player_navy_escort_self"	"Ваш флот та транспортні судна під його супроводом"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_left_clk_inspect_right_clk_move_to_coast"	"ЛКМ — оглянути.\nПКМ — йти до найближчого місця висадки."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_sea_region_self"	"Морський регіон"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_non_player_major_settlement_self"	"Велике поселення"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_non_player_minor_settlement_self"	"Поселення"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_warning_diplomatic_impact_attack"	"[[col:yellow]]Напад на чужоземні володіння розцінюється як оголошення війни![[/col]]"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_must_break_siege"	"Спершу прорвіть облогу."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_non_player_admiral"	"Флот, командир: %S"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_non_player_general"	"Армія, командир: %S"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_player_general_on_sea"	"Ваші транспортні судна, командир: %S"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_enemy_general"	"Ворожа армія, командир: %S"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_enemy_admiral"	"Ворожий флот, командир: %S"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_act_against_character"	"ПКМ – діяти"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_player_agent"	"%S"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_left_clk_select"	"ЛКМ – вибрати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_garrison_port_left_clk_select"	"ПКМ — розмістити гарнізон в порту \nЛКМ — вибрати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_warning_diplomatic_impact_action"	"[[col:yellow]]Дії проти чужоземних володінь можуть викликати дипломатичні наслідки![[/col]]"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_enemy_agent"	"Ворож. %S"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_left_clk_inspect_right_declare_war"	"ПКМ — оголосити війну\nЛКМ — оглянути"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_attack_settlement_siege"	"ПКМ — атакувати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_warning_already_besieged"	"Це поселення вже в облозі."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_act_against_army"	"ПКМ – діяти"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_player_minor_settlement_port_occupied_self"	"Ваше портове поселення"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_enemy_sea_trade_route_self"	"Ворожий морський торговельний шлях\n\nВикористовуйте флот, щоб улаштовувати на нього набіги."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_player_agent_self"	"Ваш %S||Може влаштовувати диверсії у військах та містах супротивника та усувати інших агентів."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_act_against_settlement_left_clk_select"	"ПКМ — діяти\nЛКМ — вибрати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_attack_navy_left_clk_select_inspection"	"ПКМ — атакувати\nЛКМ — оглянути"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_attack_port_settlement_left_clk_select"	"ПКМ — атакувати\nЛКМ — вибрати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_warning_already_blockaded"	"Це поселення вже у блокаді."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_player_navy_transport_self"	"Ваші транспортні судна \n\n Вразливі для інших кораблів. Можуть висадити бійців на суходіл або атакувати прибережне поселення через порт."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_enemy_navy_self"	"Ворожий флот\n\nЦе загроза для ваших транспортних кораблів. Використайте один із ваших флоті, щоб позбутися супротивника."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_enemy_army_self"	"Ворожа армія\\n\nВикористайте одну з ваших армій, щоб усунути цю загрозу."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_left_clk_select_inspection"	"ЛКМ — оглянути"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_warning_agent_cannot_act_own_settlement"	"Агенти не можуть діяти проти власних поселень."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_player_major_settlement_port_occupied_self"	"Ваше велике портове поселення"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_warning_cannot_move_stance"	"[[col:red]]У цьому режимі не можна пересуватися![[/col]]"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_non_player_minor_settlement"	"Мале поселення"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_enemy_region_self"	"Ворожий регіон\n\nЗахопіть поселення, щоб зробити його своїм."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_attack_port_settlement"	"ПКМ — атакувати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_act_against_character_left_clk_select_inspection"	"ПКМ — діяти\nЛКМ — оглянути"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_main_enemy_general_on_sea"	"Ворожі транспортні судна, командир: %S"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_act_against_settlement"	"ПКМ – діяти"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_enemy_agent_self"	"Ворожий агент\n\nВикористовуйте вашого агента, щоб усунути цю загрозу."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_act_against_army_left_clk_select"	"ПКМ — діяти\nЛКМ — вибрати"	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_enemy_major_settlement_port_occupied_self"	"Вороже прибережне поселення\n\nЗаблокуйте його та захопіть з допомогою флоту."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_contested_sea_region_self"	"Поповнення та набір тільки у ваших портах."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_enemy_navy_transport_self"	"Ворожі транспортні судна\n\nМожуть висадитися на ваше узбережжя. Використовуйте флот, щоб знищити ворога."	"True"
"campaign_map_tooltip_texts_tooltip_text_rome2_tltip_right_clk_attack_army_left_clk_select_inspection"	"ПКМ — атакувати\nЛКМ — оглянути"	"True"
